model_name,total_params,encoder_params,aggregation_params,head_params,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_weighted_f1,std_weighted_f1,macro_f1_ci_low,macro_f1_ci_high,mean_best_epoch,n_success_runs,n_failed_runs,result_type
controlled_stats_mlp,9157,0,4672,4485,0.825,0.08493461537493939,0.817383971028595,0.09203337539249694,0.817383971028595,0.09203337539249692,0.7743768338536736,0.8583650993157151,34.94444444444444,18,0,controlled_feature_extractor_readonly
controlled_shared_1d_residual,20021,2608,12928,4485,0.8094444444444444,0.11037673981123933,0.8004316129351925,0.12074831631564133,0.8004316129351925,0.1207483163156413,0.7422700792887282,0.8540042764680168,37.333333333333336,18,0,controlled_feature_extractor_readonly
controlled_all_channel_1d_cnn,20197,15712,0,4485,0.8250000000000002,0.10280780342194092,0.7993945208514475,0.12422437287984317,0.7993945208514475,0.12422437287984314,0.7404094533714112,0.8563844185203016,20.61111111111111,18,0,controlled_feature_extractor_readonly
controlled_shared_1d_residual_identity,21813,2736,14592,4485,0.8072222222222222,0.10618670954479482,0.7973192046953161,0.11786574041252466,0.7973192046953163,0.11786574041252465,0.7397056107022093,0.8493053303049378,33.94444444444444,18,0,controlled_feature_extractor_readonly
feature_xgboost_v1,0,0,0,0,0.8155555555555556,0.058330687770696395,0.7961438852637317,0.0814051491842852,0.7961438852637318,0.08140514918428522,0.7566545769591014,0.8327607758816781,0.0,18,0,xgboost_only_completion_3seed_full
feature_random_forest_v1,0,0,0,0,0.8055555555555555,0.09563949801335699,0.7845249924781911,0.1127832048348814,0.7845249924781912,0.11278320483488143,0.7317878001513041,0.8376471239011969,0.0,18,0,controlled_feature_extractor_readonly
rescnn_bigru_attention_lite_v1,38934,22432,1585,2245,0.7944444444444444,0.09945530666933443,0.7691308145395062,0.12808431577741966,0.7691308145395062,0.12808431577741966,0.7076484203493665,0.8269764709391504,18.0,18,0,controlled_feature_extractor_readonly
controlled_all_channel_1d_cnn_small,11317,4720,2112,4485,0.7805555555555557,0.13721322507616557,0.7561545162134669,0.1560104084958384,0.7561545162134669,0.1560104084958384,0.6785924371587754,0.824194502452898,23.0,18,0,controlled_feature_extractor_readonly
lee_style_cnn_lstm_2d_v1,62637,10728,0,2245,0.6622222222222222,0.16975654317468084,0.6268939297423978,0.2077630015513347,0.6268939297423979,0.20776300155133473,0.523712503243493,0.7165242396496089,37.0,18,0,controlled_feature_extractor_readonly
